wallet,n_pairs,top_pair_trades,total_pair_trades,total_pair_volume_eth,top_pair_tokens,pct_own_max,intensity_max,partners,round_trips_total,ring_appearances,ring_tokens,self_sale_eth,funder,funder_tag,avg_price_per_trade,flag_selfsale,flag_pingpong,flag_ring,flag_concentration,flag_attributed,detectors_fired,confidence,structure_type,collection_focus
0x2a9ebfd6d7b8ee0e167e94822c226c28888db229,1,29,29,2303,1,97,29,0xb2cb0a1e77764455d4b5964fcfcb9fd646c601ed,14,,,,,,79.41379310344827,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xb2cb0a1e77764455d4b5964fcfcb9fd646c601ed,1,29,29,2303,1,100,29,0x2a9ebfd6d7b8ee0e167e94822c226c28888db229,14,,,,,,79.41379310344827,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x440aae245b13201913da5da5dcd9b9d7cb3aab81,1,117,117,2300,1,100,117,0x4f13f0df25ac816d155dabc4390906d656f902bf,58,,,,,,19.65811965811966,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0x4f13f0df25ac816d155dabc4390906d656f902bf,1,117,117,2300,1,100,117,0x440aae245b13201913da5da5dcd9b9d7cb3aab81,58,,,,,,19.65811965811966,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0xd9ec6bef8eedcdb96c185fbb8f7fbedcb1aaf582,1,76,76,2248,2,97,38,0xebfcb12abdae1db69d0772902a5c7504cb124287,38,,,,,,29.57894736842105,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xebfcb12abdae1db69d0772902a5c7504cb124287,1,76,76,2248,2,100,38,0xd9ec6bef8eedcdb96c185fbb8f7fbedcb1aaf582,38,,,,,,29.57894736842105,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x94be13ae6223fcd742c1d749bb47baccb2b79b13,1,27,27,2239,1,96,27,0xf58e4d74db00a78878e708a4227d7bf030e6128c,13,,,,,,82.92592592592592,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xf58e4d74db00a78878e708a4227d7bf030e6128c,1,27,27,2239,1,100,27,0x94be13ae6223fcd742c1d749bb47baccb2b79b13,13,,,,,,82.92592592592592,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x8129d4010a676a660502a4770d8a97f8d1788e5f,1,23,23,2218,1,96,23,0xa683c1b815997a7fa38f6178c84675fc4c79ac2b,11,,,,,,96.43478260869566,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xa683c1b815997a7fa38f6178c84675fc4c79ac2b,1,23,23,2218,1,100,23,0x8129d4010a676a660502a4770d8a97f8d1788e5f,11,,,,,,96.43478260869566,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x6ea2062752fca80044899a494edf6d24d1565856,1,39,39,2194,1,100,39,0x8264ff2de194acbd7a34f2fc557195b5aa43f826,19,,,,,,56.256410256410255,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x8264ff2de194acbd7a34f2fc557195b5aa43f826,1,39,39,2194,1,98,39,0x6ea2062752fca80044899a494edf6d24d1565856,19,,,,,,56.256410256410255,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xad2f5d7ddfc2a1622aaf959c51bc7db8e9b3bbe6,1,46,46,2175,1,100,46,0xc05da047c6955accf3fa415f169899f34214b302,23,,,,,,47.28260869565217,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xc05da047c6955accf3fa415f169899f34214b302,1,46,46,2175,1,98,46,0xad2f5d7ddfc2a1622aaf959c51bc7db8e9b3bbe6,23,,,,,,47.28260869565217,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xc02caad03884c2bb5821218a82a29cdd46ef683b,1,42,42,1973,1,98,42,0xdf79b09da45ebb08ebc7834a9512e0bfa77056bb,21,,,,,,46.976190476190474,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xdf79b09da45ebb08ebc7834a9512e0bfa77056bb,1,42,42,1973,1,100,42,0xc02caad03884c2bb5821218a82a29cdd46ef683b,21,,,,,,46.976190476190474,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x2da526dd9d389f89bea8fd42c30e97d4ff7d04de,1,44,44,1801,1,94,44,0xbd5ef06f8750f784930f7bd15484c4e7176e55c0,22,,,,,,40.93181818181818,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xbd5ef06f8750f784930f7bd15484c4e7176e55c0,1,44,44,1801,1,98,44,0x2da526dd9d389f89bea8fd42c30e97d4ff7d04de,22,,,,,,40.93181818181818,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x051858fc4fe71a2c8ff254237969881be369bc9e,1,34,34,1770,1,100,34,0x48aabab1e5224540dfd31e48ded0ba6725185c93,17,,,,,,52.05882352941177,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x3aafb3888e6d4b07b6250b0327c94f5ddc991196,1,22,22,1748,1,92,22,0xafe079a7118231d0639b8b5cb3a502602d1536e7,11,,,,,,79.45454545454545,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xafe079a7118231d0639b8b5cb3a502602d1536e7,1,22,22,1748,1,100,22,0x3aafb3888e6d4b07b6250b0327c94f5ddc991196,11,,,,,,79.45454545454545,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x73a9a52be2a512120b5d90a5cf3ac84ce7c821f7,1,21,21,1695,1,100,21,0xfe0c4192a3fcf7b781c9adb3064d19dc40585f8d,10,,,,,,80.71428571428571,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xfe0c4192a3fcf7b781c9adb3064d19dc40585f8d,1,21,21,1695,1,100,21,0x73a9a52be2a512120b5d90a5cf3ac84ce7c821f7,10,,,,,,80.71428571428571,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x2ee1e6483ab36c07a7f7593cee9c8c7df7c729ac,1,43,43,1639,2,100,22,0xaeb18a774d6be15af6df72577d80939ef0dab3ce,21,,,,,,38.116279069767444,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xaeb18a774d6be15af6df72577d80939ef0dab3ce,1,43,43,1639,2,98,22,0x2ee1e6483ab36c07a7f7593cee9c8c7df7c729ac,21,,,,,,38.116279069767444,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x567fdbe66195b7e6f4cab2290bbe2d83107a3ab3,1,35,35,1529,2,100,18,0xbad4af9c8bc7eb07282c06e982eb4618e2586f3f,16,,,,,,43.68571428571428,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xbad4af9c8bc7eb07282c06e982eb4618e2586f3f,1,35,35,1529,2,90,18,0x567fdbe66195b7e6f4cab2290bbe2d83107a3ab3,16,,,,,,43.68571428571428,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x1b5abad9be9baa4e0970c917e276e868086abb0b,1,26,26,1507,1,96,26,0x4d09d314342c93f276bba49398f38886c6f80252,13,,,,,,57.96153846153846,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x4d09d314342c93f276bba49398f38886c6f80252,1,26,26,1507,1,100,26,0x1b5abad9be9baa4e0970c917e276e868086abb0b,13,,,,,,57.96153846153846,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x679d8c0039b68e19170aa5b0244e4dca6eafb38b,1,105,105,1456,1,100,105,0xd1070b725dca993c9ccdaf80c6e7c57d626f3f56,52,,,,,,13.866666666666667,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0xd1070b725dca993c9ccdaf80c6e7c57d626f3f56,1,105,105,1456,1,100,105,0x679d8c0039b68e19170aa5b0244e4dca6eafb38b,52,,,,,,13.866666666666667,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0x160c093f30c70f49f1490f34484ca3b09afa1dc2,1,31,31,1307,1,100,31,0x5162494293479d1e4d8fc8ea3e0d18fa0359edca,15,,,,,,42.16129032258065,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x5162494293479d1e4d8fc8ea3e0d18fa0359edca,1,31,31,1307,1,97,31,0x160c093f30c70f49f1490f34484ca3b09afa1dc2,15,,,,,,42.16129032258065,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x4003b5fee68a8659687a854135f61f2cb4f839b6,1,54,54,1190,3,92,18,0xb921c84a49d4dd992fb39a2cba45b0dfe8d28275,27,,,,,,22.037037037037038,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xb921c84a49d4dd992fb39a2cba45b0dfe8d28275,1,54,54,1190,3,100,18,0x4003b5fee68a8659687a854135f61f2cb4f839b6,27,,,,,,22.037037037037038,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x960f16fff5070555c0efa22f6b839ed7d5ab6094,1,32,32,1080,1,100,32,0xadeed59f446cb0a141837e8f7c22710d759cba65,16,,,,,,33.75,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xadeed59f446cb0a141837e8f7c22710d759cba65,1,32,32,1080,1,100,32,0x960f16fff5070555c0efa22f6b839ed7d5ab6094,16,,,,,,33.75,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x4ccd41e0def936f7d190045f6e56aa467391ef47,1,27,27,1052,1,100,27,0xf063ac77ff15a53044e1d94e7cced349115d9414,13,,,,,,38.96296296296296,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xf063ac77ff15a53044e1d94e7cced349115d9414,1,27,27,1052,1,96,27,0x4ccd41e0def936f7d190045f6e56aa467391ef47,13,,,,,,38.96296296296296,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xd3a265d9ed93464e7e2f89876f9ff0cb7b83ff27,1,27,27,1032,1,100,27,0xd7a9f29f765b1b199f2f0237d1d8690fd470f0aa,13,,,,,,38.22222222222222,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xd7a9f29f765b1b199f2f0237d1d8690fd470f0aa,1,27,27,1032,1,96,27,0xd3a265d9ed93464e7e2f89876f9ff0cb7b83ff27,13,,,,,,38.22222222222222,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x8a527369df868cc46e7f781e6ae55bb278507e4e,1,27,27,759,1,100,27,0x48aabab1e5224540dfd31e48ded0ba6725185c93,13,,,,,,28.11111111111111,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x609da301ffd5e20192a6016eafba5fa36980a53b,1,44,44,736,1,100,44,0xdb5e1a35d5ed3ff7e9bd14aaa2d58a016fd1d432,22,,,,,,16.727272727272727,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xdb5e1a35d5ed3ff7e9bd14aaa2d58a016fd1d432,1,44,44,736,1,96,44,0x609da301ffd5e20192a6016eafba5fa36980a53b,22,,,,,,16.727272727272727,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x1ace22a56af1ca4ca3edda6b22b1ef0007513684,1,20,20,498,1,91,20,0x910be4a2a2729894aa4550325b20928afb051a56,10,,,,,,24.9,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x910be4a2a2729894aa4550325b20928afb051a56,1,20,20,498,1,100,20,0x1ace22a56af1ca4ca3edda6b22b1ef0007513684,10,,,,,,24.9,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x13bc83435c957ef371e754dd54b8397634d425fc,1,22,22,390,1,100,22,0xa7fa0fcf03be35addd0c0ce4471a518d5534fba5,11,,,,,,17.727272727272727,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xa7fa0fcf03be35addd0c0ce4471a518d5534fba5,1,22,22,390,1,100,22,0x13bc83435c957ef371e754dd54b8397634d425fc,11,,,,,,17.727272727272727,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x7f3d2fcb1d78872135ea9585b354c49b63092110,1,24,24,289,1,92,24,0xdb93342558502d4f522e774eac55d71bff8e6130,12,,,,,,12.041666666666666,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xdb93342558502d4f522e774eac55d71bff8e6130,1,24,24,289,1,100,24,0x7f3d2fcb1d78872135ea9585b354c49b63092110,12,,,,,,12.041666666666666,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x30d49816074334bd6a95dfbec011c083d63404b4,1,24,24,271,1,96,24,0x913bcedff8dfb6315c7831cfc0d54b338ccce39c,12,,,,,,11.291666666666666,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x913bcedff8dfb6315c7831cfc0d54b338ccce39c,1,24,24,271,1,100,24,0x30d49816074334bd6a95dfbec011c083d63404b4,12,,,,,,11.291666666666666,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x7570870659786777e563fb957c968d76ee71eceb,1,29,29,244,1,100,29,0x76f89fe4a717eb1902b701549af8d1e1a4067bae,14,,,,,,8.413793103448276,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x76f89fe4a717eb1902b701549af8d1e1a4067bae,1,29,29,244,1,100,29,0x7570870659786777e563fb957c968d76ee71eceb,14,,,,,,8.413793103448276,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xc3729aa1693ae9a80fd7c38841b0910ae945a468,1,22,22,200,1,100,22,0xf29f8b8e2ed3b9d18e99d4d2c874c803d0acaa52,11,,,,,,9.090909090909092,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xf29f8b8e2ed3b9d18e99d4d2c874c803d0acaa52,1,22,22,200,1,92,22,0xc3729aa1693ae9a80fd7c38841b0910ae945a468,11,,,,,,9.090909090909092,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x90d6f2b757c8ca57cd68743035186415789d34fd,1,28,28,138,1,93,28,0xc1c9e5d91d212d1dff008443b6c00a0f002b1a9c,14,,,,,,4.928571428571429,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xc1c9e5d91d212d1dff008443b6c00a0f002b1a9c,1,28,28,138,1,100,28,0x90d6f2b757c8ca57cd68743035186415789d34fd,14,,,,,,4.928571428571429,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xd7fc4ab828afc1bb4b217f337f1777ca856efd12,1,33,33,132,1,100,33,0xec08d9464944345f1483f16a91c5186d8622637c,16,,,,,,4,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xec08d9464944345f1483f16a91c5186d8622637c,1,33,33,132,1,100,33,0xd7fc4ab828afc1bb4b217f337f1777ca856efd12,16,,,,,,4,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x9cbc3b1435f84b3b30dd684bca287d1b1fb2a8a8,1,20,20,109,1,91,20,0xf1bd1aba7d01a772814af74261a156da6e3210ec,10,,,,,,5.45,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xf1bd1aba7d01a772814af74261a156da6e3210ec,1,20,20,109,1,100,20,0x9cbc3b1435f84b3b30dd684bca287d1b1fb2a8a8,10,,,,,,5.45,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x48aabab1e5224540dfd31e48ded0ba6725185c93,2,34,61,2529,1,48,34,0x051858fc4fe71a2c8ff254237969881be369bc9e| 0x8a527369df868cc46e7f781e6ae55bb278507e4e,30,,,,,,41.459016393442624,0,1,0,0,0,1,low,multi_pair_operator,Meebits
0x0113637dd65dd04accc4c54f4408c362dffeceaf,1,39,39,497,8,100,5,0xbc35670d0ba21ce20b70fc8a55af259b69d14da2,18,,,,,,12.743589743589743,0,1,0,0,0,1,low,inventory_shuffle_review,Terraforms
0xbc35670d0ba21ce20b70fc8a55af259b69d14da2,1,39,39,497,8,100,5,0x0113637dd65dd04accc4c54f4408c362dffeceaf,18,,,,,,12.743589743589743,0,1,0,0,0,1,low,inventory_shuffle_review,Terraforms
0x8824624faada1352833f6f2d8e9c23a79b41bf87,1,20,20,995,13,91,2,0xb84f6da1b9accee009bdaba61573179b666b0d1a,,,,,,,49.75,0,0,0,0,0,0,none,inventory_shuffle_review,Terraforms
0xb84f6da1b9accee009bdaba61573179b666b0d1a,1,20,20,995,13,95,2,0x8824624faada1352833f6f2d8e9c23a79b41bf87,,,,,,,49.75,0,0,0,0,0,0,none,inventory_shuffle_review,Terraforms
